id,Prioridad,Cantidad,Ventas,Descuento,Modo_envio,Margen,Utilidad,Precio_venta,Precio_costo,Costo_envio,Nombre_cliente,Region,Segmento,Categoria,Subcategoria,Producto,Empaque,fecha_envio
3324,Regular,16,"1.068,89","0,060",Aereo regular,"0,55","557,2128","71,07","31,98","6,72",Emily Phan,Colombia,Consumidor,Elementos de oficina,Organizadores,Fellowes Bankers Box Stor/Drawer Steel Plus,Caja pequena,27/11/2020
3325,Baja,13,"121,71","0,060",Aereo regular,"0,55","63,4712","9,96","4,48","49,00",Carlos Meador,Peru,Corporativo,Elementos de oficina,Accesorios,Hoover Portapower Portable Vacuum,Caja larga,17/07/2017
3326,Critica,30,"360,00","0,000",Aereo regular,"0,46","165,6","12,00","6,48","5,84",Ashley Jarboe,Paraguay,Oficina en casa,Elementos de oficina,Papel,Xerox 226,Caja pequena,2/11/2019
3327,Baja,46,"42.798,08","0,090",Terrestre,"0,51","19753,0026","1.022,41","500,98","26,00",Justin MacKendrick,Chile,Corporativo,Muebles,Tapetes,Global Troy Executive Leather Low-Back Tilter,Caja redonda,10/01/2018
3328,Baja,7,"281,68","0,090",Aereo regular,"0,54","139,3014","44,22","20,34","35,00",Justin MacKendrick,Chile,Corporativo,Elementos de oficina,Organizadores,Tennsco Commercial Shelving,Caja larga,15/01/2018
3329,Baja,30,"1.198,94","0,040",Aereo regular,"0,52","599,544","41,63","19,98","8,68",Ed Braxton,Peru,Consumidor,Elementos de oficina,Papel,Southworth 25% Cotton Premium Laser Paper and Envelopes,Caja pequena,14/02/2017
3330,Baja,28,"5.071,11","0,080",Aereo regular,"0,36","1543,3936","196,86","125,99","7,69",Ed Braxton,Peru,Consumidor,Tecnologia,Telefonos,Timeport L7089,Caja pequena,9/02/2017
3331,Regular,7,"138,47","0,100",Aereo regular,"0,41","47,684","21,98","12,97","1,49",Nora Price,Colombia,Oficina en casa,Elementos de oficina,Carpetas,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Caja pequena,6/06/2020
3332,Critica,32,"9.043,78","0,100",Terrestre,"0,36","2612,736","314,02","200,97","15,59",Toby Grace,Paraguay,Oficina en casa,Tecnologia,Maquinas de oficina,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Caja redonda,27/07/2020
3333,Baja,20,"231,30","0,100",Aereo regular,"0,48","97,7","12,85","6,68","6,92",Yoseph Carroll,Bolivia,Consumidor,Elementos de oficina,Papel,Xerox 1898,Caja pequena,24/09/2018
3334,Regular,40,"2.686,40","0,000",Aereo regular,"0,36","967,2","67,16","42,98","4,62",Michael Granlund,Colombia,Oficina en casa,Elementos de oficina,Accesorios,Belkin F9M820V08 8 Outlet Surge,Caja pequena,8/07/2017
3335,Regular,42,"1.504,12","0,030",Aereo regular,"0,41","589,3608","36,92","21,78","5,94",Michael Granlund,Colombia,Oficina en casa,Elementos de oficina,Accesorios,Holmes HEPA Air Purifier,Caja mediana,8/07/2017
3336,Regular,11,"51,41","0,080",Aereo regular,"0,38","16,7596","5,08","3,15","0,50",Michael Granlund,Colombia,Oficina en casa,Elementos de oficina,Etiquetas,Avery 520,Caja pequena,7/07/2017
3337,Regular,7,"2.579,35","0,010",Aereo regular,"0,46","1172,416","372,20","200,99","4,20",Darren Budd,Argentina,Oficina en casa,Tecnologia,Telefonos,2160i,Caja pequena,11/11/2020
3338,Regular,31,"3.882,54","0,070",Aereo regular,"0,51","1836,8461","134,67","65,99","8,80",Nicole Brennan,Peru,Oficina en casa,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,12/07/2017
3339,Regular,35,"583,80","0,000",Aereo expreso,"0,40","233,45","16,68","10,01","1,99",Nicole Brennan,Peru,Oficina en casa,Tecnologia,Perifericos,TDK 4.7GB DVD-R,Paquete pequeno,14/07/2017
3340,Critica,37,"614,39","0,100",Aereo expreso,"0,53","293,595","18,45","8,67","3,50",Alyssa Crouse,Bolivia,Corporativo,Elementos de oficina,Accesorios,Staples 4 Outlet Surge Protector,Caja pequena,21/09/2018
3341,Regular,7,"843,89","0,050",Aereo regular,"0,48","381,955","126,90","65,99","2,50",Julie Creighton,Bolivia,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,14/07/2019
3342,Critica,21,"4.226,42","0,100",Terrestre,"0,45","1643,628","223,62","122,99","70,20",Christopher Conant,Bolivia,Oficina en casa,Muebles,Tapetes,"Global High-Back Leather Tilter, Burgundy",Caja redonda,2/06/2020
3343,Critica,19,"1.917,46","0,030",Aereo regular,"0,51","948,8372","104,04","50,98","6,50",Christopher Conant,Bolivia,Oficina en casa,Tecnologia,Perifericos,Microsoft Natural Multimedia Keyboard,Caja pequena,2/06/2020
3344,Critica,3,"168,75","0,000",Aereo regular,"0,37","62,43","56,25","35,44","7,50",Christopher Conant,Bolivia,Oficina en casa,Elementos de oficina,Papel,Xerox 1906,Caja pequena,2/06/2020
3345,Normal,27,"133,17","0,090",Aereo regular,"0,52","62,9694","5,42","2,60","2,40",Darrin Van Huff,Paraguay,Oficina en casa,Elementos de oficina,Boligrafos,12 Colored Short Pencils,Bolsa,19/12/2017
3346,Normal,20,"144,92","0,030",Aereo regular,"0,40","55,318","7,47","4,48","49,00",Khloe Miller,Bolivia,Oficina en casa,Elementos de oficina,Accesorios,Hoover Portapower Portable Vacuum,Caja larga,9/04/2019
3347,Normal,11,"2.957,49","0,020",Terrestre,"0,45","1297,703","274,35","150,89","60,20",Khloe Miller,Bolivia,Oficina en casa,Muebles,Tapetes,"Global Leather & Oak Executive Chair, Burgundy",Caja redonda,11/04/2019
3348,Critica,24,"650,91","0,030",Aereo regular,"0,43","268,3488","27,96","15,94","5,45",Cindy Stewart,Peru,Corporativo,Elementos de oficina,Boligrafos,Boston 16701 Slimline Battery Pencil Sharpener,Paquete pequeno,25/06/2019
3349,Critica,19,"229,42","0,050",Aereo regular,"0,49","106,2955","12,71","6,48","5,84",Tracy Poddar,Chile,Corporativo,Elementos de oficina,Papel,Xerox 226,Caja pequena,7/03/2019
3350,Critica,5,"92,10","0,000",Aereo regular,"0,35","32,25","18,42","11,97","4,98",Cynthia Arntzen,Argentina,Oficina en casa,Elementos de oficina,Accesorios,Staples 6 Outlet Surge,Caja pequena,24/11/2017
3351,Critica,49,"142,33","0,060",Aereo regular,"0,43","56,0854","3,09","1,76","0,70",Dan Campbell,Colombia,Corporativo,Elementos de oficina,Boligrafos,Newell 310,Bolsa,2/11/2017
3352,Critica,50,"2.225,58","0,020",Aereo regular,"0,45","976,58","45,42","24,98","8,79",Dan Campbell,Colombia,Corporativo,Elementos de oficina,Organizadores,2300 Heavy-Duty Transfer File Systems by Perma,Caja pequena,1/11/2017
3353,Critica,4,"297,31","0,050",Aereo expreso,"0,54","153,352","78,24","35,99","5,99",Dan Campbell,Colombia,Corporativo,Tecnologia,Telefonos,Accessory41,Bolsa,2/11/2017
3354,Critica,9,"18,10","0,060",Aereo regular,"0,41","6,7644","2,14","1,26","0,70",Dan Campbell,Peru,Corporativo,Elementos de oficina,Ligas,Bagged Rubber Bands,Bolsa,31/10/2017
3355,Baja,26,"999,38","0,080",Aereo regular,"0,50","456,2376","41,78","20,89","1,99",Joy Bell,Peru,Oficina en casa,Tecnologia,Perifericos,"IBM 80 Minute CD-R Spindle, 50/Pack",Paquete pequeno,2/09/2018
3356,Baja,28,"525,61","0,060",Aereo regular,"0,42","201,3704","19,97","11,58","6,97",Joy Bell,Peru,Oficina en casa,Elementos de oficina,Sobres,"Peel & Seel Recycled Catalog Envelopes, Brown",Caja pequena,2/09/2018
3357,Baja,42,"246,52","0,090",Aereo regular,"0,36","73,059","6,45","4,13","0,50",Joy Bell,Peru,Oficina en casa,Elementos de oficina,Etiquetas,Avery 506,Caja pequena,30/08/2018
3358,Alta,50,"1.966,50","0,000",Terrestre,"0,39",767,"39,33","23,99","15,68",Steven Ward,Paraguay,Consumidor,Muebles,Mobiliario,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Caja redonda,4/01/2019
3359,Alta,38,"193,91","0,100",Aereo regular,"0,51","88,274","5,67","2,78","1,34",Jack Lebron,Peru,Corporativo,Elementos de oficina,Boligrafos,Prang Drawing Pencil Set,Bolsa,22/06/2019
3360,Alta,15,"1.622,70","0,000",Aereo expreso,"0,39","632,85","108,18","65,99","5,26",Jack Lebron,Colombia,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,22/06/2019
3361,Regular,5,"368,82","0,100",Aereo regular,"0,50","163,92","81,96","40,98","1,99",Sean Wendt,Colombia,Corporativo,Tecnologia,Perifericos,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Paquete pequeno,19/07/2020
3362,Normal,23,"10.610,94","0,070",Terrestre,"0,40","3765,2173","496,07","297,64","14,70",Sanjit Chand,Bolivia,Oficina en casa,Tecnologia,Maquinas de oficina,Panasonic KX-P3200 Dot Matrix Printer,Caja redonda,28/07/2018
3363,Alta,30,"8.596,55","0,070",Terrestre,"0,51","4067,148","308,12","150,98","66,27",Gary Hwang,Paraguay,Oficina en casa,Muebles,Librerias,Bush Mission Pointe Library,Caja grande,15/04/2020
3364,Alta,19,"229,71","0,070",Aereo regular,"0,54","116,09","13,00","5,98","7,50",Frank Atkinson,Colombia,Corporativo,Elementos de oficina,Papel,Xerox 1920,Caja pequena,23/08/2020
3365,Alta,46,"4.990,75","0,030",Aereo expreso,"0,41","1955,207","111,85","65,99","5,92",Frank Atkinson,Colombia,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,23/08/2020
3366,Alta,30,"191,39","0,070",Aereo expreso,"0,42","71,994","6,86","3,98","5,26",Frank Atkinson,Colombia,Corporativo,Elementos de oficina,Carpetas,Ibico Presentation Index for Binding Systems,Caja pequena,24/08/2020
3367,Baja,21,"14.605,21","0,020",Terrestre,"0,47","6706,4844","709,68","376,13","85,63",Anne Pryor,Chile,Oficina en casa,Muebles,Mesas,Bretford Rectangular Conference Table Tops,Caja grande,23/07/2018
3368,Alta,36,"353,48","0,100",Aereo regular,"0,55","176,724","10,91","4,91","4,97",Sonia Sunley,Bolivia,Corporativo,Elementos de oficina,Carpetas,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Caja pequena,16/03/2019
3369,Alta,3,"667,01","0,100",Aereo regular,"0,43","244,578","247,04","140,81","24,49",Sonia Sunley,Bolivia,Corporativo,Muebles,Tapetes,Hon Olson Stacker Stools,Caja larga,16/03/2019
3370,Alta,48,"432,00","0,000",Aereo expreso,"0,38","164,16","9,00","5,58","0,70",Sonia Sunley,Bolivia,Corporativo,Elementos de oficina,Boligrafos,Newell 314,Bolsa,16/03/2019
3371,Alta,1,"24,13","0,000",Aereo regular,"0,40","9,65","24,13","14,48","1,99",Anthony Johnson,Peru,Negocio,Tecnologia,Perifericos,TDK 4.7GB DVD+RW,Paquete pequeno,4/08/2018
3372,Alta,27,"4.049,48","0,040",Aereo regular,"0,36","1349,7516","156,23","99,99","19,99",Anthony Johnson,Peru,Negocio,Tecnologia,Perifericos,U.S. Robotics 56K Internet Call Modem,Caja pequena,6/08/2018
3373,Alta,2,"17,31","0,010",Aereo regular,"0,43","7,3452","8,74","4,98","4,86",Anthony Johnson,Peru,Negocio,Elementos de oficina,Papel,Xerox 190,Caja pequena,6/08/2018
3374,Critica,42,"310,02","0,050",Aereo regular,"0,38","107,583","7,77","4,82","1,49",Erin Mull,Colombia,Negocio,Elementos de oficina,Carpetas,Tuff Stuff Recycled Round Ring Binders,Caja pequena,18/04/2020
3375,Critica,10,"134,43","0,050",Aereo regular,"0,46","58,025","14,15","7,64","5,83",Erin Mull,Colombia,Negocio,Elementos de oficina,Papel,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Bolsa,19/04/2020
3376,Critica,32,"10.634,49","0,020",Aereo regular,"0,54","5642,8096","339,11","155,99","8,99",Erin Mull,Colombia,Negocio,Tecnologia,Telefonos,LX 788,Caja pequena,18/04/2020
3377,Regular,6,"353,91","0,010",Aereo regular,"0,48","168,0252","59,58","30,98","6,50",Max Engle,Chile,Corporativo,Tecnologia,Perifericos,Logitech Internet Navigator Keyboard,Caja pequena,21/05/2019
3378,Regular,36,"1.284,48","0,000",Aereo regular,"0,43","552,24","35,68","20,34","35,00",Max Engle,Chile,Corporativo,Elementos de oficina,Organizadores,Tennsco Commercial Shelving,Caja larga,21/05/2019
3379,Critica,50,"3.052,11","0,030",Aereo regular,"0,40","1164,105","62,93","37,76","12,90",Fred McMath,Colombia,Negocio,Elementos de oficina,Organizadores,"Companion Letter/Legal File, Black",Caja pequena,1/12/2018
3380,Alta,13,"571,43","0,100",Aereo regular,"0,55","285,688","48,84","21,98","8,32",Eugene Barchas,Peru,Corporativo,Elementos de oficina,Papel,Standard Line While You Were Out Hardbound Telephone Message Book,Bolsa,25/11/2018
3381,Alta,43,"14.469,88","0,090",Aereo regular,"0,47","6042,3127","369,79","195,99","3,99",Eugene Barchas,Peru,Corporativo,Tecnologia,Telefonos,CF 888,Caja pequena,25/11/2018
3382,Baja,4,"45,16","0,030",Aereo regular,"0,42","18,1632","11,64","6,75","2,99",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Carpetas,Wilson Jones DublLock D-Ring Binders,Caja pequena,11/07/2017
3383,Baja,46,"646,32","0,050",Aereo regular,"0,52","319,723","14,79","7,10","6,05",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Carpetas,"Wilson Jones Hanging View Binder, White, 1""",Caja pequena,6/07/2017
3384,Baja,22,"850,92","0,040",Aereo regular,"0,48","390,0248","40,29","20,95","4,00",Justin Knight,Bolivia,Corporativo,Tecnologia,Perifericos,"Fellowes Basic 104-Key Keyboard, Platinum",Caja pequena,11/07/2017
3385,Baja,31,"1.825,90","0,050",Aereo regular,"0,37","615,04","62,00","39,06","10,55",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Carpetas,Ibico Recycled Linen-Style Covers,Caja pequena,13/07/2017
3386,Baja,12,"65,43","0,040",Aereo regular,"0,38","23,1936","5,68","3,52","6,83",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Carpetas,Self-Adhesive Ring Binder Labels,Caja pequena,15/07/2017
3387,Baja,3,"99,14","0,020",Aereo regular,"0,54","52,6068","33,72","15,51","17,78",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Organizadores,"Tenex File Box, Personal Filing Tote with Lid, Black",Caja pequena,13/07/2017
3388,Baja,12,"670,90","0,100",Aereo regular,"0,51","305,616","62,12","30,44","1,49",Ed Ludwig,Argentina,Consumidor,Elementos de oficina,Carpetas,"Premier Elliptical Ring Binder, Black",Caja pequena,24/01/2018
3389,Normal,44,"6.403,36","0,060",Aereo regular,"0,38","2179,7952","154,82","95,99","4,90",Amy Hunt,Paraguay,Oficina en casa,Tecnologia,Telefonos,T60,Caja pequena,2/02/2019
3390,Regular,1,"17,46","0,080",Aereo regular,"0,49","7,7816","18,98","9,68","2,03",Sean Braxton,Paraguay,Negocio,Elementos de oficina,Papel,"Wirebound Service Call Books, 5 1/2"" x 4""",Bolsa,24/08/2017
3391,Regular,12,"3.410,38","0,040",Terrestre,"0,49","1598,6208","296,04","150,98","16,01",Sean Braxton,Paraguay,Negocio,Muebles,Mesas,"Iceberg OfficeWorks 42"" Round Tables",Caja grande,23/08/2017
3392,Regular,45,"18.088,06","0,020",Terrestre,"0,51","9043,956","410,16","200,98","55,96",Beth Fritzler,Paraguay,Negocio,Muebles,Librerias,O'Sullivan Living Dimensions 3-Shelf Bookcases,Caja grande,16/03/2017
3393,Regular,24,"218,74","0,020",Aereo regular,"0,54","116,016","9,30","4,28","5,17",Beth Fritzler,Paraguay,Negocio,Elementos de oficina,Papel,Xerox 1971,Caja pequena,15/03/2017
3394,Regular,19,"2.450,73","0,040",Aereo regular,"0,36","816,9164","134,36","85,99","0,99",Beth Fritzler,Paraguay,Negocio,Tecnologia,Telefonos,Accessory4,Bolsa,16/03/2017
3395,Alta,2,"12,11","0,080",Aereo regular,"0,35","3,5472","6,58","4,28","5,17",Nat Carroll,Argentina,Oficina en casa,Elementos de oficina,Papel,Xerox 1971,Caja pequena,31/07/2018
3396,Alta,24,"1.874,39","0,050",Aereo regular,"0,47","828,708","82,21","43,57","16,36",Nat Carroll,Argentina,Oficina en casa,Elementos de oficina,Organizadores,"Trav-L-File Heavy-Duty Shuttle II, Black",Caja pequena,1/08/2018
3397,Baja,41,"4.410,78","0,000",Aereo expreso,"0,48","2117,24","107,58","55,94","6,55",David Smith,Argentina,Negocio,Tecnologia,Perifericos,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Caja pequena,10/02/2018
3398,Baja,2,"88,62","0,050",Aereo regular,"0,55","46,636","46,64","20,99","1,25",David Smith,Argentina,Negocio,Tecnologia,Telefonos,Accessory29,Paquete pequeno,10/02/2018
3399,Critica,16,"1.116,64","0,000",Aereo regular,"0,42","468,96","69,79","40,48","19,99",Randy Bradley,Paraguay,Negocio,Tecnologia,Perifericos,Keytronic Designer 104- Key Black Keyboard,Caja pequena,17/06/2017
3400,Normal,24,"3.855,06","0,010",Aereo regular,"0,47","1791,3","162,25","85,99","2,79",Karen Seio,Colombia,Consumidor,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,18/08/2018
3401,Baja,31,"111,91","0,050",Aereo regular,"0,51","54,25","3,80","1,86","2,58",Anne Pryor,Chile,Oficina en casa,Elementos de oficina,Ligas,"Super Bands, 12/Pack",Bolsa,21/07/2017
3402,Regular,48,"4.939,30","0,080",Aereo regular,"0,41","1771,776","111,85","65,99","5,92",Dennis Kane,Chile,Negocio,Tecnologia,Telefonos,i500plus,Caja pequena,7/08/2017
3403,Regular,48,"1.045,70","0,090",Aereo expreso,"0,50","471,1392","23,94","11,97","4,98",Roger Barcio,Bolivia,Corporativo,Elementos de oficina,Accesorios,Staples 6 Outlet Surge,Caja pequena,4/10/2018
3404,Critica,28,"1.622,63","0,060",Aereo regular,"0,46","690,508","61,65","33,29","8,74",Sung Pak,Bolivia,Negocio,Elementos de oficina,Organizadores,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Caja pequena,19/09/2020
3405,Baja,16,"788,26","0,100",Terrestre,"0,38","245,216","54,74","33,94","19,19",Rob Haberlin,Argentina,Consumidor,Muebles,Tapetes,"Metal Folding Chairs, Beige, 4/Carton",Caja redonda,22/09/2020
3406,Regular,24,"9.173,72","0,030",Terrestre,"0,49","4350,4368","394,06","200,97","15,59",Thomas Seio,Peru,Oficina en casa,Tecnologia,Maquinas de oficina,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Caja redonda,3/08/2017
3407,Critica,37,"3.437,67","0,050",Aereo regular,"0,55","1809,3","97,80","44,01","3,50",Cindy Schnelling,Paraguay,Corporativo,Elementos de oficina,Accesorios,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Caja pequena,1/10/2019
3408,Critica,12,"123,52","0,060",Aereo regular,"0,39","43,356","10,95","6,68","1,50",Cindy Schnelling,Paraguay,Corporativo,Elementos de oficina,Boligrafos,Sanford Liquid Accent Highlighters,Bolsa,30/09/2019
3409,Critica,32,"159,86","0,030",Aereo regular,"0,39","59,376","5,15","3,14","1,14",Toby Swindell,Paraguay,Negocio,Elementos de oficina,Papel,"Adams ""While You Were Out"" Message Pads",Bolsa,10/05/2018
3410,Normal,37,"22.195,20","0,060",Terrestre,"0,45","9208,5748","638,16","350,99","39,00",Barry Gonzalez,Chile,Consumidor,Muebles,Tapetes,Global Leather Executive Chair,Caja redonda,13/05/2018
3411,Critica,27,"11.318,83","0,070",Aereo regular,"0,38","3772,8747","450,77","279,48","35,00",Christine Sundaresam,Paraguay,Negocio,Elementos de oficina,Organizadores,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Caja larga,16/05/2017
3412,Normal,44,"398,30","0,060",Aereo regular,"0,49","182,2568","9,63","4,91","0,50",Linda Southworth,Paraguay,Consumidor,Elementos de oficina,Etiquetas,Avery 508,Caja pequena,28/03/2019
3413,Normal,21,"6.618,52","0,070",Aereo regular,"0,43","2561,9517","338,89","193,17","19,99",Linda Southworth,Paraguay,Consumidor,Elementos de oficina,Organizadores,Fellowes Staxonsteel Drawer Files,Caja pequena,28/03/2019
3414,Normal,20,"4.926,06","0,100",Aereo regular,"0,43","1806,26","273,67","155,99","8,99",Linda Southworth,Paraguay,Consumidor,Tecnologia,Telefonos,CF 688,Caja pequena,28/03/2019
3415,Alta,41,"7.722,14","0,030",Aereo regular,"0,48","3582,3709","194,17","100,97","7,18",Bruce Stewart,Paraguay,Corporativo,Tecnologia,Perifericos,Gyration Ultra Cordless Optical Suite,Caja pequena,28/06/2020
3416,Alta,12,"936,26","0,010",Aereo regular,"0,48","444,5028","78,81","40,98","6,50",Bruce Stewart,Paraguay,Corporativo,Tecnologia,Perifericos,Targus USB Numeric Keypad,Caja pequena,28/06/2020
3417,Alta,15,"95,25","0,000",Aereo expreso,"0,35","33,3","6,35","4,13","0,99",Bruce Stewart,Paraguay,Corporativo,Elementos de oficina,Etiquetas,Avery 491,Caja pequena,27/06/2020
3418,Critica,23,"1.727,56","0,010",Aereo regular,"0,46","785,2499","75,87","40,97","14,45",Bryan Mills,Peru,Negocio,Muebles,Mobiliario,Dana Halogen Swing-Arm Architect Lamp,Caja larga,11/08/2019
3419,Critica,17,"10.005,30","0,040",Terrestre,"0,43","4064,6524","613,07","349,45","60,00",Bryan Mills,Peru,Negocio,Muebles,Mesas,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Caja redonda,10/08/2019
3420,Critica,15,"15.565,80","0,000",Terrestre,"0,47","7315,95","1.037,72","549,99","49,00",Erica Bern,Colombia,Corporativo,Tecnologia,Copiadoras,Sharp 1540cs Digital Laser Copier,Caja redonda,27/01/2019
3421,Baja,2,"160,99","0,100",Aereo expreso,"0,43","59,032","89,44","50,98","6,50",Katherine Nockton,Argentina,Oficina en casa,Tecnologia,Perifericos,Microsoft Natural Multimedia Keyboard,Caja pequena,8/06/2020
3422,Baja,14,"5.509,29","0,080",Terrestre,"0,46","2275,5712","427,74","230,98","23,78",Raymond Book,Bolivia,Consumidor,Muebles,Mesas,"Bush Cubix Conference Tables, Fully Assembled",Caja grande,10/03/2017
3423,Critica,20,"7.022,18","0,060",Terrestre,"0,52","3436,376","373,52","179,29","29,21",Craig Yedwab,Colombia,Corporativo,Muebles,Mesas,"Bevis Round Conference Table Top, X-Base",Caja grande,31/12/2019
3424,Alta,46,"16.976,58","0,050",Terrestre,"0,39","6075,956","388,48","236,97","59,24",Roy Skaria,Paraguay,Corporativo,Muebles,Mesas,Chromcraft Rectangular Conference Tables,Caja grande,8/02/2020
3425,Critica,37,"885,83","0,020",Aereo regular,"0,51","442,9418","24,43","11,97","4,98",Kristina Nunn,Bolivia,Consumidor,Elementos de oficina,Accesorios,Staples 6 Outlet Surge,Caja pequena,11/07/2020
